"0704.0929","Hyun Seok Yang","Hyun Seok Yang","Noncommutative Electromagnetism As A Large N Gauge Theory","25 pages; More clarifications, to appear in Eur. Phys. J. C","Eur.Phys.J.C64:445-457,2009","10.1140/epjc/s10052-009-1117-9","HU-EP-07/12","hep-th gr-qc hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We map noncommutative (NC) U(1) gauge theory on R^d_C X R^{2n}_{NC} to U(N ->
\infty) Yang-Mills theory on R^d_C, where R^d_C is a d-dimensional commutative
spacetime while R^{2n}_{NC} is a 2n-dimensional NC space. The resulting U(N)
Yang-Mills theory on R^d_C is equivalent to that obtained by the dimensional
reduction of (d+2n)-dimensional U(N) Yang-Mills theory onto R^d_C. We show that
the gauge-Higgs system (A_\mu,\Phi^a) in the U(N -> \infty) Yang-Mills theory
on R^d_C leads to an emergent geometry in the (d+2n)-dimensional spacetime
whose metric was determined by Ward a long time ago. In particular, the
10-dimensional gravity for d=4 and n=3 corresponds to the emergent geometry
arising from the 4-dimensional N=4 vector multiplet in the AdS/CFT duality. We
further elucidate the emergent gravity by showing that the gauge-Higgs system
(A_\mu,\Phi^a) in half-BPS configurations describes self-dual Einstein gravity.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 19:54:16 GMT""},{""version"":""v2"",""created"":""Fri, 20 Apr 2007 15:54:21 GMT""},{""version"":""v3"",""created"":""Mon, 3 Aug 2009 02:53:10 GMT""}]","2009-11-05"
"0704.1143","Arjun Menon","M. Carena, A. Menon and C.E.M. Wagner","Challenges for MSSM Higgs searches at Hadron Colliders","22 pages, 5 figures. Added references and acknowledgements. Submitted
  to PRD","Phys.Rev.D76:035004,2007","10.1103/PhysRevD.76.035004","ANL-HEP-PR-07-19, EFI-07-07, FERMILAB-PUB-07-074-T","hep-ph hep-ex",,"  In this article we analyze the impact of B-physics and Higgs physics at LEP
on standard and non-standard Higgs bosons searches at the Tevatron and the LHC,
within the framework of minimal flavor violating supersymmetric models. The
B-physics constraints we consider come from the experimental measurements of
the rare B-decays b -> s gamma and B_u -> tau nu and the experimental limit on
the B_s -> mu+ mu- branching ratio. We show that these constraints are severe
for large values of the trilinear soft breaking parameter A_t, rendering the
non-standard Higgs searches at hadron colliders less promising. On the contrary
these bounds are relaxed for small values of A_t and large values of the
Higgsino mass parameter mu, enhancing the prospects for the direct detection of
non-standard Higgs bosons at both colliders. We also consider the available
ATLAS and CMS projected sensitivities in the standard model Higgs search
channels, and we discuss the LHC's ability in probing the whole MSSM parameter
space. In addition we also consider the expected Tevatron collider
sensitivities in the standard model Higgs h -> b bbar channel to show that it
may be able to find 3 sigma evidence in the B-physics allowed regions for small
or moderate values of the stop mixing parameter.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:51:31 GMT""},{""version"":""v2"",""created"":""Fri, 27 Apr 2007 15:57:09 GMT""}]","2008-11-26"
"0704.1144","Natali Gulbahce","Natali Gulbahce","Optimization in Gradient Networks","5 pages, 4 figures",,"10.1063/1.2737825","LA-UR 07-0191","cond-mat.stat-mech",,"  Gradient networks can be used to model the dominant structure of complex
networks. Previous works have focused on random gradient networks. Here we
study gradient networks that minimize jamming on substrate networks with
scale-free and Erd\H{o}s-R\'enyi structure. We introduce structural
correlations and strongly reduce congestion occurring on the network by using a
Monte Carlo optimization scheme. This optimization alters the degree
distribution and other structural properties of the resulting gradient
networks. These results are expected to be relevant for transport and other
dynamical processes in real network systems.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:55:59 GMT""}]","2009-11-13"
"0704.1145","Alexander Orlov Yur'evich","John Harnad and Alexander Yu. Orlov","Fermionic construction of partition function for multi-matrix models and
  multi-component TL hierarchy","16 pages, submitted to a special issue of Theoretical and
  Mathematical Physics","Theor.Math.Phys.152:1099-1110,2007","10.1007/s11232-007-0094-0",,"math-ph hep-th math.MP nlin.SI",,"  We use $p$-component fermions $(p=2,3,...)$ to present $(2p-2)N$-fold
integrals as a fermionic expectation value. This yields fermionic
representation for various $(2p-2)$-matrix models. Links with the $p$-component
KP hierarchy and also with the $p$-component TL hierarchy are discussed. We
show that the set of all (but two) flows of $p$-component TL changes standard
matrix models to new ones.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:22:30 GMT""}]","2009-03-19"
"0704.1146","Jared Kaplan","Clifford Cheung, Jared Kaplan","The Plasma Puddle as a Perturbative Black Hole","23 pages, 3 figures, V2: minor changes, ref added, appendix A.5 moved
  to body of paper","JHEP 0706:024,2007","10.1088/1126-6708/2007/06/024",,"hep-th",,"  We argue that the weak coupling regime of a large N gauge theory in the Higgs
phase contains black hole-like objects. These so-called ``plasma puddles'' are
meta-stable lumps of hot plasma lying in locally un-Higgsed regions of space.
They decay via O(1/N) thermal radiation and, perhaps surprisingly, absorb all
incident matter. We show that an incident particle of energy E striking the
plasma puddle will shower into an enormous number of decay products whose
multiplicity grows linearly with E, and whose average energy is independent of
E. Once these ultra-soft particles reach the interior they are thermalized by
the plasma within, and so the object appears ``black.'' We determine some gross
properties like the size and temperature of the the plasma puddle in terms of
fundamental parameters in the gauge theory. Interestingly, demanding that the
plasma puddle emit thermal Hawking radiation implies that the object is black
(i.e. absorbs all incident particles), which implies classical stability, which
implies satisfaction of the Bekenstein entropy bound. Because of the AdS/CFT
duality and the many similarities between plasma puddles and black holes, we
conjecture that black objects are a robust feature of quantum gravity.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:07:26 GMT""},{""version"":""v2"",""created"":""Thu, 7 Jun 2007 20:55:28 GMT""}]","2010-10-27"
"0704.1147","Giulio Ruffini","Giulio Ruffini","Information, complexity, brains and reality (Kolmogorov Manifesto)","This is a live essay, kind of a mental log book on a series of topics
  under the theme of information and compression",,,"Starlab TN00054","physics.gen-ph physics.bio-ph",,"  I discuss several aspects of information theory and its relationship to
physics and neuroscience. The unifying thread of this somewhat chaotic essay is
the concept of Kolmogorov or algorithmic complexity (Kolmogorov Complexity, for
short). I argue that it is natural to interpret cognition as the art of finding
algorithms that apprach the Solomonoff-Kolmogorov-Chaitin (algorithmic)
Complexity limit with appropriate tradeoffs. In addition, I claim that what we
call the universe is an interpreted abstraction--a mental construct--based on
the observed coherence between multiple sensory input streams and our own
interactions. Hence, the notion of Universe is itself a model.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:17:39 GMT""}]","2007-05-23"
"0704.1148","Roberto R. Deza","Horacio S. Wio (1) and Roberto R. Deza (2) ((1) Instituto de F\'isica
  de Cantabria, Universidad de Cantabria and CSIC, Santander, Spain, (2)
  Departamento de F\'isica, FCEyN, Universidad Nacional de Mar del Plata, Mar
  del Plata, Argentina)","Aspects of stochastic resonance in reaction-diffusion systems: The
  nonequilibrium-potential approach","16 pages, 15 figures, uses svjour.cls and svepj-spec.clo. Minireview
  to appear in The European Physical Journal Special Topics (issue in memory of
  Carlos P\'erez-Garc\'{\i}a, edited by H. Mancini)",,"10.1140/epjst/e2007-00173-0",,"cond-mat.stat-mech",,"  We analyze several aspects of the phenomenon of stochastic resonance in
reaction-diffusion systems, exploiting the nonequilibrium potential's
framework. The generalization of this formalism (sketched in the appendix) to
extended systems is first carried out in the context of a simplified scalar
model, for which stationary patterns can be found analytically. We first show
how system-size stochastic resonance arises naturally in this framework, and
then how the phenomenon of array-enhanced stochastic resonance can be further
enhanced by letting the diffusion coefficient depend on the field. A yet less
trivial generalization is exemplified by a stylized version of the
FitzHugh-Nagumo system, a paradigm of the activator-inhibitor class. After
discussing for this system the second aspect enumerated above, we derive from
it -through an adiabatic-like elimination of the inhibitor field- an effective
scalar model that includes a nonlocal contribution. Studying the role played by
the range of the nonlocal kernel and its effect on stochastic resonance, we
find an optimal range that maximizes the system's response.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:09:38 GMT""}]","2016-08-14"
"0704.1149","Bence Kocsis","Bence Kocsis, Abraham Loeb (Harvard)","Distortion of Gravitational-Wave Packets Due to their Self-Gravity","accepted for publication in Physical Review D","Phys.Rev.D76:084022, 2007","10.1103/PhysRevD.76.084022",,"astro-ph gr-qc hep-ph hep-th",,"  When a source emits a gravity-wave (GW) pulse over a short period of time,
the leading edge of the GW signal is redshifted more than the inner boundary of
the pulse. The GW pulse is distorted by the gravitational effect of the
self-energy residing in between these shells. We illustrate this distortion for
GW pulses from the final plunge of black hole (BH) binaries, leading to the
evolution of the GW profile as a function of the radial distance from the
source. The distortion depends on the total GW energy released and the duration
of the emission, scaled by the total binary mass, M. The effect should be
relevant in finite box simulations where the waveforms are extracted within a
radius of <~ 100M. For characteristic emission parameters at the final plunge
between binary BHs of arbitrary spins, this effect could distort the simulated
GW templates for LIGO and LISA by a fraction of 0.001. Accounting for the wave
distortion would significantly decrease the waveform extraction errors in
numerical simulations.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 01:27:47 GMT""},{""version"":""v2"",""created"":""Mon, 16 Apr 2007 01:07:21 GMT""},{""version"":""v3"",""created"":""Thu, 23 Aug 2007 20:53:20 GMT""},{""version"":""v4"",""created"":""Wed, 29 Aug 2007 00:30:29 GMT""}]","2009-11-13"
"0704.1150","Alexander Orlov Yur'evich","John Harnad and Alexander Yu. Orlov","Fermionic approach to the evaluation of integrals of rational symmetric
  functions","34 pages","Theor.Math.Phys.158:17-39,2009","10.1007/s11232-009-0002-x",,"math-ph hep-th math.MP",,"  We use the fermionic construction of two-matrix model partition functions to
evaluate integrals over rational symmetric functions. This approach is
complementary to the one used in the paper ``Integrals of Rational Symmetric
Functions, Two-Matrix Models and Biorthogonal Polynomials'' \cite{paper2},
where these integrals were evaluated by a direct method.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:04:30 GMT""}]","2009-02-19"
"0704.1151","Noelia Estella Donata No\""el","Noelia E. D. Noel, Carme Gallart, Edgardo Costa and Rene A. Mendez","Old Main-Sequence Turnoff Photometry in the Small Magellanic Cloud. I.
  Constraints on the Star Formation History in Different Fields","To appear in AJ","Astron.J.133:2037-2052,2007","10.1086/512668",,"astro-ph",,"  We present ground-based B and R-band color-magnitude diagrams (CMDs),
reaching the oldest main-sequence turnoffs with good photometric accuracy for
twelve fields in the Small Magellanic Cloud (SMC). Our fields, located between
~1 and ~4 degrees from the center of the galaxy, are situated in different
parts of the SMC such as the ""Wing'' area, and towards the West and South. In
this paper we perform a first analysis of the stellar content in our SMC fields
through comparison with theoretical isochrones and color functions (CFs). We
find that the underlying spheroidally distributed population is composed of
both intermediate-age and old stars and that its age composition does not show
strong galacto-centric gradients. The three fields situated toward the east, in
the Wing region, show very active current star formation. However, only in the
eastern field closest to the center do we find an enhancement of recent star
formation with respect to a constant SFR(t). The fields corresponding to the
western side of the SMC present a much less populated young MS, and the CF
analysis indicates that the SFR(t) greatly diminished around 2 Gyr ago in these
parts. Field smc0057, the closest to the center of the galaxy and located in
the southern part, shows recent star formation, while the rest of the southern
fields present few bright MS stars. The structure of the red clump in all the
CMDs is consistent with the large amount of intermediate-age stars inferred
from the CMDs and color functions. None of the SMC fields presented here are
dominated by old stellar populations, a fact that is in agreement with the lack
of a conspicuous horizontal branch in all these SMC CMDs. This could indicate
that a disk population is ruling over a possible old halo in all the observed
fields.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:29:20 GMT""}]","2009-06-23"
"0704.1152","Kazuya Koyama","Kazuya Koyama, Shuntaro Mizuno and David Wands","Curvature perturbations from ekpyrotic collapse with multiple fields","15 pages, 3 figures, a reference added, to be published in CQG, a
  remark on the comoving density perturbation corrected","Class.Quant.Grav.24:3919-3932,2007","10.1088/0264-9381/24/15/010",,"hep-th astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A scale-invariant spectrum of isocurvature perturbations is generated during
collapse in the ekpyrotic scaling solution in models where multiple fields have
steep negative exponential potentials. The scale invariance of the spectrum is
realized by a tachyonic instability in the isocurvature field. This instability
drives the scaling solution to the late time attractor that is the old
ekpyrotic collapse dominated by a single field. We show that the transition
from the scaling solution to the single field dominated ekpyrotic collapse
automatically converts the initial isocurvature perturbations about the scaling
solution to comoving curvature perturbations about the late-time attractor. The
final amplitude of the comoving curvature perturbation is determined by the
Hubble scale at the transition.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:06:10 GMT""},{""version"":""v2"",""created"":""Wed, 4 Jul 2007 12:53:40 GMT""},{""version"":""v3"",""created"":""Wed, 4 Feb 2009 12:39:38 GMT""}]","2009-02-04"
"0704.1153","Feng Yuan","Jian-Wei Qiu, Werner Vogelsang, Feng Yuan","Asymmetric Di-jet Production in Polarized Hadronic Collisions","11 pages, 2 figures","Phys.Lett.B650:373-378,2007","10.1016/j.physletb.2007.05.023","BNL-NT-07/15, RBRC-665","hep-ph",,"  Using the collinear QCD factorization approach, we study the
single-transverse-spin dependent cross section Delta sigma(S_perp) for the
hadronic production of two jets of momenta P_1=P+q/2 and P_2=-P+q/2. We
consider the kinematic region where the transverse components of the momentum
vectors satisfy P_perp >> q_perp >> Lambda_QCD. For the case of initial-state
gluon radiation, we show that at the leading power in q_perp/P_perp and at the
lowest non-trivial perturbative order, the dependence of Delta sigma(S_perp) on
q_perp decouples from that on P_perp, so that the cross section can be
factorized into a hard part that is a function only of the single scale P_perp,
and into perturbatively generated transverse-momentum dependent (TMD) parton
distributions with transverse momenta k_perp = O(q_perp).
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 22:12:23 GMT""}]","2008-11-26"
"0704.1154","Stephen D. H. Hsu","Stephen D.H. Hsu","Information, information processing and gravity","7 pages, 5 figures, revtex","Int.J.Mod.Phys.A22:2895-2908,2007","10.1142/S0217751X07036853",,"hep-th gr-qc hep-ph quant-ph",,"  I discuss fundamental limits placed on information and information processing
by gravity. Such limits arise because both information and its processing
require energy, while gravitational collapse (formation of a horizon or black
hole) restricts the amount of energy allowed in a finite region. Specifically,
I use a criterion for gravitational collapse called the hoop conjecture. Once
the hoop conjecture is assumed a number of results can be obtained directly:
the existence of a fundamental uncertainty in spatial distance of order the
Planck length, bounds on information (entropy) in a finite region, and a bound
on the rate of information processing in a finite region. In the final section
I discuss some cosmological issues related to the total amount of information
in the universe, and note that almost all detailed aspects of the late universe
are determined by the randomness of quantum outcomes. This paper is based on a
talk presented at a 2007 Bellairs Research Institute (McGill University)
workshop on black holes and quantum information.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 20:41:17 GMT""}]","2009-09-29"
"0704.1155","Roberto R. Deza","Roberto R. Deza (1), Horacio S. Wio (2), and Miguel A. Fuentes (3)
  ((1) Departamento de F\'isica, Facultad de Ciencias Exactas y Naturales,
  Universidad Nacional de Mar del Plata, Argentina, (2) Instituto de F\'isica
  de Cantabria (Universidad de Cantabria and CSIC), Santander, Spain, (3)
  Centro At\'omico Bariloche (CNEA), Argentina, and Santa Fe Institute, Santa
  Fe, NM, USA)","Noise-induced phase transitions: Effects of the noises' statistics and
  spectrum","6 pages, 10 figures, uses aipproc.cls, aip-8s.clo and aipxfm.sty. To
  appear in AIP Conference Proceedings. Invited talk at MEDYFINOL'06 (XV
  Conference on Nonequilibrium Statistical Mechanics and Nonlinear Physics)","AIP Conference Proceedings -- May 23, 2007 -- Volume 913, pp.
  62-67","10.1063/1.2746725",,"cond-mat.stat-mech",,"  The local, uncorrelated multiplicative noises driving a second-order, purely
noise-induced, ordering phase transition (NIPT) were assumed to be Gaussian and
white in the model of [Phys. Rev. Lett. \textbf{73}, 3395 (1994)]. The
potential scientific and technological interest of this phenomenon calls for a
study of the effects of the noises' statistics and spectrum. This task is
facilitated if these noises are dynamically generated by means of stochastic
differential equations (SDE) driven by white noises. One such case is that of
Ornstein--Uhlenbeck noises which are stationary, with Gaussian pdf and a
variance reduced by the self-correlation time (\tau), and whose effect on the
NIPT phase diagram has been studied some time ago. Another such case is when
the stationary pdf is a (colored) Tsallis' (q)--\emph{Gaussian} which, being a
\emph{fat-tail} distribution for (q>1) and a \emph{compact-support} one for
(q<1), allows for a controlled exploration of the effects of the departure from
Gaussian statistics. As done before with stochastic resonance and other
phenomena, we now exploit this tool to study--within a simple mean-field
approximation and with an emphasis on the \emph{order parameter} and the
``\emph{susceptibility}''--the combined effect on NIPT of the noises'
statistics and spectrum. Even for relatively small (\tau), it is shown that
whereas fat-tail noise distributions ((q>1)) counteract the effect of
self-correlation, compact-support ones ((q<1)) enhance it. Also, an interesting
effect on the susceptibility is seen in the last case.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 21:08:30 GMT""}]","2016-08-14"
"0704.1156","Eric S. Perlman","E. S. Perlman (FIT, UMBC/JCA), R. E. Mason (Gemini), Christopher
  Packham (Florida), N. A. Levenson, M. Elitzur (Kentucky), Justin J. Schaefer
  (Florida), Masatoshi Imanishi (NAO), William B. Sparks (STScI), James
  Radomski (Gemini)","The Mid-Infrared Emission of M87","9 pages, 7 figures, ApJ, in press","Astrophys.J.663:808-815,2007","10.1086/518781",,"astro-ph",,"  We discuss Subaru and Spitzer Space Telescope imaging and spectroscopy of M87
in the mid-infrared from 5-35 um. These observations allow us to investigate
mid-IR emission mechanisms in the core of M87 and to establish that the
flaring, variable jet component HST-1 is not a major contributor to the mid-IR
flux. The Spitzer data include a high signal-to-noise 15-35 $\mu$m spectrum of
the knot A/B complex in the jet, which is consistent with synchrotron emission.
However, a synchrotron model cannot account for the observed {\it nuclear}
spectrum, even when contributions from the jet, necessary due to the degrading
of resolution with wavelength, are included. The Spitzer data show a clear
excess in the spectrum of the nucleus at wavelengths longer than 25 um, which
we model as thermal emission from cool dust at a characteristic temperature of
55 \pm 10 K, with an IR luminosity \sim 10^{39} {\rm ~erg ~s^{-1}}. Given
Spitzer's few-arcsecond angular resolution, the dust seen in the nuclear
spectrum could be located anywhere within ~5'' (390 pc) of the nucleus. In any
case, the ratio of AGN thermal to bolometric luminosity indicates that M87 does
not contain the IR-bright torus that classical unified AGN schemes invoke.
However, this result is consistent with theoretical predictions for
low-luminosity AGNs
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 21:13:22 GMT""},{""version"":""v2"",""created"":""Wed, 11 Apr 2007 15:01:24 GMT""}]","2009-06-23"
"0704.1157","Alexander Orlov Yur'evich","John Harnad and Alexander Yu. Orlov","Fermionic construction of tau functions and random processes","53 pages, 13 figures, a contribution to Proc. ""Mathematics and
  Physics of Growing Interfaces""","Physica D: 235, 168-206 (2007)","10.1016/j.physd.2007.05.011",,"math-ph cond-mat.stat-mech hep-th math.MP math.PR",,"  Tau functions expressed as fermionic expectation values are shown to provide
a natural and straightforward description of a number of random processes and
statistical models involving hard core configurations of identical particles on
the integer lattice, like a discrete version simple exclusion processes (ASEP),
nonintersecting random walkers, lattice Coulomb gas models and others, as well
as providing a powerful tool for combinatorial calculations involving paths
between pairs of partitions. We study the decay of the initial step function
within the discrete ASEP (d-ASEP) model as an example.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 21:19:14 GMT""}]","2018-06-26"
"0704.1158","Bernardo Huberman","Fang Wu and Bernardo A. Huberman","Novelty and Collective Attention",,,"10.1073/pnas.0704916104",,"cs.CY cs.IR physics.soc-ph",,"  The subject of collective attention is central to an information age where
millions of people are inundated with daily messages. It is thus of interest to
understand how attention to novel items propagates and eventually fades among
large populations. We have analyzed the dynamics of collective attention among
one million users of an interactive website -- \texttt{digg.com} -- devoted to
thousands of novel news stories. The observations can be described by a
dynamical model characterized by a single novelty factor. Our measurements
indicate that novelty within groups decays with a stretched-exponential law,
suggesting the existence of a natural time scale over which attention fades.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 22:02:29 GMT""}]","2009-11-13"
"0704.1159","Daniela Borges Pavani","D.B Pavani, E.Bica","Characterization of open cluster remnants","16 pages, 15 figures, A&A accepted",,"10.1051/0004-6361:20066240",,"astro-ph",,"  Despite progress in the theoretical knowledge of open cluster remnants and
the growing search for observational identifications in recent years, open
questions still remain. The methods used to analyze open cluster remnants and
criteria to define them as physical systems are not homogeneous. In this work
we present a systematic method for studying these objects that provides a view
of their properties and allows their characterization. Eighteen remnant
candidates are analyzed by means of photometric and proper motion data. These
data provide information on objects and their fields. We establish criteria for
characterizing open cluster remnants, taking observational uncertainties into
account. 2MASS J and H photometry is employed (i) to study structural
properties of the objects by means of radial stellar density profiles, (ii) to
test for any similarity between objects and fields with a statistical
comparison method applied to the distributions of stars in the CMDs, and (iii)
to obtain ages, reddening values, and distances from the CMD, taking an index
of isochrone fit into account. The UCAC2 proper motions allowed an objective
comparison between objects and large solid angle offset fields. The objective
analysis based on the present methods indicates 13 open-cluster remnants in the
sample. Evidence of the presence of binary stars is found, as expected for
dynamically evolved systems. Finally, we infer possible evolutionary stages
among remnants from the structure, proper motion, and CMD distributions. The
low stellar statistics for individual objects is overcome by means of the
construction of composite proper motion and CMD diagrams. The distributions of
remnants in the composite diagrams resemble the single-star and unresolved
binary star distributions of open clusters.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 22:22:06 GMT""},{""version"":""v2"",""created"":""Wed, 11 Apr 2007 18:02:33 GMT""}]","2009-11-13"
"0704.1160","Sean A. Hartnoll","Sean A. Hartnoll and Pavel Kovtun","Hall conductivity from dyonic black holes","1+13 pages. TT correlator corrected. Typos corrected and added refs","Phys.Rev.D76:066001,2007","10.1103/PhysRevD.76.066001",,"hep-th",,"  A class of strongly interacting 2+1 dimensional conformal field theories in a
transverse magnetic field can be studied using the AdS/CFT duality. We compute
zero momentum hydrodynamic response functions of maximally supersymmetric 2+1
dimensional SU(N) Yang-Mills theory at the conformal fixed point, in the large
N limit. With background magnetic field B and electric charge density rho, the
Hall conductivity is found to be rho/B. The result, anticipated on kinematic
grounds in field theory, is obtained from perturbations of a four dimensional
AdS black hole with both electric and magnetic charges.
","[{""version"":""v1"",""created"":""Tue, 10 Apr 2007 08:27:23 GMT""},{""version"":""v2"",""created"":""Tue, 17 Apr 2007 22:53:06 GMT""},{""version"":""v3"",""created"":""Thu, 18 Oct 2007 05:32:13 GMT""}]","2008-11-26"
"0704.1161","Wei Bao","Wei Bao, Ying Chen, K. Yamada, A. T. Savici, P. L. Russo, J. E.
  Lorenzo, J.-H. Chung","The Fincher-Burke spin excitations and omega/T scaling in the insulating
  5% Sr-doped La2CuO4","5 pages, 4 figures","Phys. Rev. B vol. 76, 180406(R) (2007)","10.1103/PhysRevB.76.180406",,"cond-mat.supr-con cond-mat.str-el",,"  Insulating La1.95Sr0.05CuO4 shares with superconducting cuprates the same
Fincher-Burke-like spin excitations, which usually are observed in itinerant
antiferromagnets. The local spectral function satisfies omega/T scaling above
~16 K for this incommensurate insulating cuprate. Together with previous
results in commensurate insulating and incommensurate superconducting cuprates,
these results further support the general scaling prediction for square-lattice
quantum spin S=1/2 systems. The width of incommensurate peaks in
La1.95Sr0.05CuO4 scales to a similar finite value as at optimal doping,
strongly suggesting that they are similarly distant from a quantum critical
point. They might both be limited to a finite correlation length by the partial
spin-glass freezing.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 22:37:29 GMT""},{""version"":""v2"",""created"":""Mon, 15 Oct 2007 17:32:04 GMT""},{""version"":""v3"",""created"":""Tue, 23 Oct 2007 17:28:57 GMT""}]","2007-12-13"
"0704.1162","Nickolas Moeckel","Nickolas Moeckel, John Bally","Binary Capture Rates for Massive Protostars","4 pages, 3 figures, accepted to ApJL",,"10.1086/518738",,"astro-ph",,"  The high multiplicity of massive stars in dense, young clusters is
established early in their evolution. The mechanism behind this remains
unresolved. Recent results suggest that massive protostars may capture
companions through disk interactions with much higher efficiency than their
solar mass counterparts. However, this conclusion is based on analytic
determinations of capture rates and estimates of the robustness of the
resulting binaries. We present the results of coupled n-body and SPH
simulations of star-disk encounters to further test the idea that disk-captured
binaries contribute to the observed multiplicity of massive stars.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 22:35:08 GMT""}]","2009-11-13"
"0704.1163","Andrej Zlatos","Andrej Zlatos","Sharp Asymptotics for KPP Pulsating Front Speed-up and Diffusion
  Enhancement by Flows","11pp",,,,"math.AP",,"  We study KPP pulsating front speed-up and effective diffusivity enhancement
by general periodic incompressible flows. We prove the existence of and
determine the limits $c^*(A)/A$ and $D(A)/A^2$ as $A\to\infty$, where $c^*(A)$
is the minimal front speed and $D(A)$ the effective diffusivity.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 22:47:44 GMT""},{""version"":""v2"",""created"":""Thu, 5 Jul 2007 16:05:40 GMT""}]","2007-07-05"
"0704.1165","Archil Kobakhidze","Robert Foot, Archil Kobakhidze and Raymond R. Volkas","Electroweak Higgs as a pseudo-Goldstone boson of broken scale invariance","11 pages, discussion added, the version to appear in Phys. Lett. B","Phys.Lett.B655:156-161,2007","10.1016/j.physletb.2007.06.084",,"hep-ph hep-th",,"  We point out that it is possible to associate the electroweak Higgs boson
with the pseudo-Goldstone boson of broken scale invariance, thus resolving the
hierarchy problem in a technically natural way. We illustrate this idea with
two specific gauge models. Besides being consistent with all currently
available experimental data, both models maintain the predictive power of the
standard model, since the first model has only one additional parameter beyond
the standard model, and the second has the same number of free parameters as
the standard model.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 23:41:24 GMT""},{""version"":""v2"",""created"":""Wed, 25 Apr 2007 02:19:32 GMT""},{""version"":""v3"",""created"":""Sun, 23 Sep 2007 02:29:05 GMT""}]","2008-11-26"
"0704.1166","David Roberts","David C. Roberts","A linear reformulation of the Kuramoto model of self-synchronizing
  oscillators","Accepted to Phys. Rev. E. v5: Further clarified terminology; expanded
  discussion; added references","Phys. Rev. E 77, 031114 (2008)","10.1103/PhysRevE.77.031114",,"nlin.PS cond-mat.stat-mech",,"  The present paper introduces a linear reformulation of the Kuramoto model
describing a self-synchronizing phase transition in a system of globally
coupled oscillators that in general have different characteristic frequencies.
The reformulated model provides an alternative coherent framework through which
one can analytically tackle synchronization problems that are not amenable to
the original Kuramoto analysis. It allows one to solve explicitly for the
synchronization order parameter and the critical point of 1) the full
phase-locking transition for a system with a finite number of oscillators
(unlike the original Kuramoto model, which is solvable implicitly only in the
mean-field limit) and 2) a new class of continuum systems. It also makes it
possible to probe the system's dynamics as it moves towards a steady state.
While discussion in this paper is restricted to systems with global coupling,
the new formalism introduced by the linear reformulation also lends itself to
solving systems that exhibit local or asymmetric coupling.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 23:53:04 GMT""},{""version"":""v2"",""created"":""Wed, 6 Jun 2007 15:14:18 GMT""},{""version"":""v3"",""created"":""Mon, 23 Jul 2007 18:26:10 GMT""},{""version"":""v4"",""created"":""Fri, 30 Nov 2007 17:32:53 GMT""},{""version"":""v5"",""created"":""Wed, 23 Jan 2008 01:39:59 GMT""}]","2008-03-18"
"0704.1167","Andreas Glatz","I.S. Beloborodov, A. Glatz, V.M. Vinokur","Electron Transport in Nanogranular Ferromagnets","4 pages, 2 figures","Phys. Rev. Lett. 99, 066602 (2007)","10.1103/PhysRevLett.99.066602",,"cond-mat.str-el",,"  We study electronic transport properties of ferromagnetic nanoparticle arrays
and nanodomain materials near the Curie temperature in the limit of weak
coupling between the grains. We calculate the conductivity in the Ohmic and
non-Ohmic regimes and estimate the magnetoresistance jump in the resistivity at
the transition temperature. The results are applicable for many emerging
materials, including artificially self-assembled nanoparticle arrays and a
certain class of manganites, where localization effects within the clusters can
be neglected.
","[{""version"":""v1"",""created"":""Mon, 9 Apr 2007 23:58:39 GMT""},{""version"":""v2"",""created"":""Mon, 13 Aug 2007 15:22:12 GMT""}]","2007-08-13"
