"0710.1298","David Lehavi","I. Dolgachev and D. Lehavi","On isogenous principally polarized abelian surfaces","23 pages. corrected typos","AMS contemp. math. series, volume 465 (2008): Curves and abelian
  varieties, p 51-69.",,,"math.AG",,"  We study a relationship between two genus 2 curves whose jacobians are
isogenous with kernel equal to a maximal isotropic subspace of p-torsion points
with respect to the Weil pairing. For p = 3 we find an explicit relationship
between the set of Weierstrass points of the two curves extending the classical
results of F. Richelot (1837) and G. Humbert (1901) in the case p = 2.
","[{""version"":""v1"",""created"":""Sun, 7 Oct 2007 20:45:51 GMT""},{""version"":""v2"",""created"":""Fri, 4 Jan 2008 05:23:40 GMT""},{""version"":""v3"",""created"":""Sat, 8 Mar 2008 19:59:25 GMT""}]","2010-04-06"
"0710.1465","Joseph Samuel","Abhijit Ghosh, Joseph Samuel and Supurna Sinha","Elasticity of Stiff Biopolymers","Submitted for publication, five pages, three figures","Physical Review E, 76, 061801 (2007)","10.1103/PhysRevE.76.061801",,"cond-mat.soft",,"  We present a statistical mechanical study of stiff polymers, motivated by
experiments on actin filaments and the considerable current interest in polymer
networks. We obtain simple, approximate analytical forms for the
force-extension relations and compare these with numerical treatments. We note
the important role of boundary conditions in determining force-extension
relations. The theoretical predictions presented here can be tested against
single molecule experiments on neurofilaments and cytoskeletal filaments like
actin and microtubules. Our work is motivated by the buckling of the
cytoskeleton of a cell under compression, a phenomenon of interest to biology.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 05:17:14 GMT""}]","2009-11-13"
"0710.1466","Shuanglin Shao","Shuanglin Shao","A note on the cone restriction conjecture in the cylindrically symmetric
  case","9 pages, no figures. Referee's suggestions and comments incorporated;
  to appear the Proceedings of the AMS",,,,"math.CA math.AP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this note, we present two arguments showing that the classical
\textit{linear adjoint cone restriction conjecture} holds for the class of
functions supported on the cone and invariant under the spatial rotation in all
dimensions. The first is based on a dyadic restriction estimate, while the
second follows from a strengthening version of the Hausdorff-Young inequality
and the H\""older inequality in the Lorentz spaces.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 05:42:33 GMT""},{""version"":""v2"",""created"":""Fri, 20 Jun 2008 05:30:27 GMT""}]","2008-06-20"
"0710.1467","Dae San Kim","Dae San Kim","Weight Distributions of Hamming Codes",,,,,"cs.IT math.IT math.NT",,"  We derive a recursive formula determing the weight distribution of the
[n=(q^m-1)/(q-1), n-m, 3] Hamming code H(m,q), when (m, q-1)=1. Here q is a
prime power. The proof is based on Moisio's idea of using Pless power moment
identity together with exponential sum techniques.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 05:50:05 GMT""}]","2007-10-09"
"0710.1468","Bill Everett","William B. Everett","Number of binomial coefficients divided by a fixed power of a prime","2 pages",,,,"math.GM",,"  We state a general formula for the number of binomial coefficients $n$ choose
$k$ that are divided by a fixed power of a prime $p$, i.e., the number of
binomial coefficients divided by $p^j$ and not divided by $p^{j+1}$.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 06:03:14 GMT""}]","2008-03-10"
"0710.1469","Dae San Kim","Dae San Kim","Weight Distributions of Hamming Codes (II)",,,,,"cs.IT math.IT math.NT",,"  In a previous paper, we derived a recursive formula determining the weight
distributions of the [n=(q^m-1)/(q-1)] Hamming code H(m,q), when (m,q-1)=1.
Here q is a prime power. We note here that the formula actually holds for any
positive integer m and any prime power q, without the restriction (m, q-1)=1.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 06:07:19 GMT""}]","2007-10-09"
"0710.1470","Wendelin Werner","Pierre Nolin (DMA, LM-Orsay), Wendelin Werner (DMA, LM-Orsay)","Asymmetry of near-critical percolation interfaces",,"J. Amer. Math. Soc. 22, 797-819 (2009)",,,"math.PR",,"  We study the possible scaling limits of percolation interfaces in two
dimensions on the triangular lattice. When one lets the percolation parameter
p(N) vary with the size N of the box that one is considering, three
possibilities arise in the large-scale limit. It is known that when p(N) does
not converge to 1/2 fast enough, then the scaling limits are degenerate,
whereas if p(N) - 1 / 2 goes to zero quickly, the scaling limits are SLE(6) as
when p=1/2. We study some properties of the (non-void) intermediate regime
where the large scale behavior is neither SLE(6) nor degenerate. We prove that
in this case, the law of any scaling limit is singular with respect to that of
SLE(6), even if it is still supported on the set of curves with Hausdorff
dimension equal to 7/4.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 06:23:02 GMT""}]","2017-07-19"
"0710.1471","Franck Marchis","P. Descamps, F. Marchis, J. Pollock, J. Berthier, F.Vachier, M.
  Birlan, M. Kaasalainen, A.W. Harris, M. Wong, W. Romanishin, E.M. Cooper,
  K.A. Kettner, P.Wiggins, A. Kryszczynska, M. Polinska, J.-F. Colliac, A.
  Devyatkin, I. Verestchagina, D. Gorshanov","New determination of the size and bulk density of the binary asteroid 22
  Kalliope from observations of mutual eclipses","59 pages, 8 tables, 15 figures submitted to Icarus",,"10.1016/j.icarus.2008.03.014",,"astro-ph",,"  In 2007, the M-type binary asteroid 22 Kalliope reached one of its annual
equinoxes. As a consequence, the orbit plane of its small moon, Linus, was
aligned closely to the Sun's line of sight, giving rise to a mutual eclipse
season. A dedicated international campaign of photometric observations, based
on amateur-professional collaboration, was organized and coordinated by the
IMCCE in order to catch several of these events. The set of the compiled
observations is released in this work. We developed a relevant model of these
events, including a topographic shape model of Kalliope refined in the present
work, the orbit solution of Linus as well as the photometric effect of the
shadow of one component falling on the other. By fitting this model to the only
two full recorded events, we derived a new estimation of the equivalent
diameter of Kalliope of 166.2+/-2.8km, 8% smaller than its IRAS diameter. As to
the diameter of Linus, considered as purely spherical, it is estimated to
28+/-2 km. This substantial ""shortening"" of Kalliope gives a bulk density of
3.35+/-0.33g/cm3, significantly higher than past determinations but more
consistent with its taxonomic type. Some constraints can be inferred on the
composition.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 06:43:03 GMT""},{""version"":""v2"",""created"":""Thu, 13 Mar 2008 18:07:33 GMT""}]","2009-11-13"
"0710.1472","Jianghua Wu","Jianghua Wu, Xu Zhou, Jun Ma, Zhenyu Wu, Zhaoji Jiang, Jiansheng Chen","Optical Variability of the Radio Source J 1128+5925","9 pages, 3 figures","Astron.J.135:258-260,2008","10.1088/0004-6256/135/1/258",,"astro-ph",,"  Very recently, J 1128+5925 was found to show strong intraday variability at
radio wavelengths and may be a new source with annual modulation of the
timescale of its radio variability. Therefore, its radio variability can be
best explained via interstellar scintillation. Here we present the properties
of its optical variability for the first time after a monitoring program in
2007 May. Our observations indicate that in this period J 1128+5925 only showed
trivial optical variability on internight timescale, and did not show any clear
intranight variability. This behavior is quite different from its strong radio
intraday variability. Either this object was in a quiescent state in optical in
this period, or it is intrinsically not so active in optical as it is in radio
regimes.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 06:53:02 GMT""}]","2008-11-26"
"0710.1473","Evghenii Gaburov","E. Gaburov and M. Gieles","Integrated properties of mass segregated star clusters","2 pages, 2 figures. To appear in proceedings of the 246th IAU
  symposium on ""Dynamical evolution of dense stellar systems""; acknowledgements
  included",,"10.1017/S1743921308015597",,"astro-ph",,"  In this contribution we study integrated properties of dynamically segregated
star clusters. The observed core radii of segregated clusters can be 50%
smaller than the ``true'' core radius. In addition, the measured radius in the
red filters is smaller than those measured in blue filters. However, these
difference are small ($\lesssim10%$), making it observationally challenging to
detect mass segregation in extra-galactic clusters based on such a comparison.
Our results follow naturally from the fact that in nearly all filters most of
the light comes from the most massive stars. Therefore, the observed surface
brightness profile is dominated by stars of similar mass, which are centrally
concentrated and have a similar spatial distribution.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 06:53:47 GMT""},{""version"":""v2"",""created"":""Tue, 9 Oct 2007 14:55:48 GMT""}]","2009-11-13"
"0710.1474","Xing-Hua Wu","Xin-Heng Guo, Ke-Wei Wei and Xing-Hua Wu","Strong decays of heavy baryons in Bethe-Salpeter formalism","41 pages, 1 figure, LaTex2e, typos corrected","Phys.Rev.D77:036003,2008","10.1103/PhysRevD.77.036003",,"hep-ph",,"  In this paper we study the properties of diquarks (composed of $u$ and/or $d$
quarks) in the Bethe-Salpeter formalism under the covariant instantaneous
approximation. We calculate their BS wave functions and study their effective
interaction with the pion. Using the effective coupling constant among the
diquarks and the pion, in the heavy quark limit $m_Q\to\infty$, we calculate
the decay widths of $\Sigma_Q^{(*)}$ ($Q=c,b$) in the BS formalism under the
covariant instantaneous approximation and then give predictions of the decay
widths $\Gamma(\Sigma_b^{(*)}\to\Lambda_b+\pi)$.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 07:06:15 GMT""},{""version"":""v2"",""created"":""Mon, 31 Dec 2007 03:02:28 GMT""},{""version"":""v3"",""created"":""Tue, 19 Feb 2008 10:47:41 GMT""}]","2008-11-26"
"0710.1475","Chang-Hwan Lee","Soomin Jeong, Chang-Hwan Lee","Red-Shift Distribution of Gamma-ray Bursts and Their Progenitors","4 pages, 6 figures",,,,"astro-ph",,"  Gamma ray bursts have been divided into two classes, long-soft gamma ray
burst and short-hard gamma ray burst according to the bimodal distribution in
duration time. Due to the harder spectrum and the lack of afterglows of
short-hard bursts in optical and radio observations, different progenitors for
short-hard bursts and long-soft bursts have been suggested. Based on the X-ray
afterglow observation and the cumulative red-shift distribution of short-hard
bursts, Nakar et al. (2006) found that the progenitors of short-hard bursts are
consistent with old populations, such as mergers of binary neutron stars.
Recently, the existence of two subclasses in long-soft bursts has been
suggested after considering multiple characteristics of gamma-ray bursts,
including fluences and the duration time. In this work, we extended the
analysis of cumulative red-shift distribution to two possible subclasses in
L-GRBs. We found that two possible subclass GRBs show different red-shift
distributions, especially for red-shifts z > 1. Our results indicate that the
accumulative red-shift distribution can be used as a tool to constrain the
progenitor characteristics of possible subclasses in L-GRBs.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:16:41 GMT""}]","2007-10-09"
"0710.1476","Bj\""orn B\""auchle","Bjoern Baeuchle, Laszlo Csernai and Horst Stoecker","MACE -- Mach cones in heavy ion collisions","6 pages, 6 figures, submitted to PRC",,,,"nucl-th",,"  We study the propagation of sound-like perturbations created by a jet moving
with supersonic velocity through the quark-gluon-plasma created in heavy-ion
reactions within the model MACE (MAch Cone Evolution). Predictions for
heavy-ion reactions at RHIC energies (Au+Au-collisions) and for Pb+Pb reactions
at the LHC ($\sqrt s=5.5A$ TeV) are presented and potential observations by the
STAR, PHENIX and ALICE experiments are discussed.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 07:45:28 GMT""}]","2007-10-09"
"0710.1477","Stefan Waldmann","Michel Cahen, Simone Gutt, Stefan Waldmann","Symplectic Connections of Ricci Type and Star Products","18 pages. Contribution to the proceedings of the conference ""Higher
  Structures in Geometry and Physics: Conference in honor of Murray
  Gerstenhaber's 80th and Jim Stasheff's birthdays""",,,,"math.QA math.SG",,"  In this article we relate the construction of Ricci type symplectic
connections by reduction to the construction of star product by reduction
yielding rather explicit descriptions for the star product on the reduced
space.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 07:52:49 GMT""}]","2007-10-09"
"0710.1478","Agustin Sabio Vera","Agustin Sabio Vera (1) and Florian Schwennsen (2) ((1) CERN, (2)
  Hamburg U)","Angular decorrelations in Mueller-Navelet jets and DIS","Talk given at 12th International Conference on Elastic and
  Diffractive Scattering: Forward Physics and QCD, Hamburg, DESY, Germany,
  21-25 May 2007",,,,"hep-ph",,"  We discuss the azimuthal angle decorrelation of Mueller-Navelet jets at
hadron colliders and forward jets in Deep Inelastic Scattering within the BFKL
framework with a NLO kernel. We stress the need of collinear improvements to
obtain good perturbative convergence. We provide estimates of these
decorrelations for large rapidity differences at the Tevatron, LHC and HERA.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:03:13 GMT""}]","2007-10-09"
"0710.1479","Sergei Kuzenko","Sergei M. Kuzenko","On superconformal projective hypermultiplets","30 pages, no figures. V2: typos corrected, comments, references
  added; V3: a misprint in eq. (5.23) corrected","JHEP 0712:010,2007","10.1088/1126-6708/2007/12/010",,"hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Building on the five-dimensional constructions in hep-th/0601177, we provide
a unified description of four-dimensional N = 2 superconformal off-shell
multiplets in projective superspace, including a realization in terms of N = 1
superfields. In particular, superconformal polar multiplets are consistently
defined for the first time. We present new 4D N = 2 superconformal sigma-models
described by polar multiplets. Such sigma-models realize general superconformal
couplings in projective superspace, but involve an infinite tale of auxiliary N
= 1 superfields. The auxiliaries should be eliminated by solving infinitely
many algebraic nonlinear equations, and this is a nontrivial technical problem.
We argue that the latter can be avoided by making use of supersymmetry
considerations. All information about the resulting superconformal model (and
hence the associated superconformal cone) is encoded in the so-called canonical
coordinate system for a Kaehler metric, which was introduced by Bochner and
Calabi in the late 1940s.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:39:18 GMT""},{""version"":""v2"",""created"":""Mon, 29 Oct 2007 11:59:27 GMT""},{""version"":""v3"",""created"":""Fri, 14 Nov 2008 11:48:47 GMT""}]","2009-06-19"
"0710.1480","Maciej Bzowski","M. Bzowski, E. Moebius, S. Tarnopolski, V. Izmodenov, G. Gloeckler","Density of neutral interstellar hydrogen at the termination shock from
  Ulysses pickup ion observations","Re-edited version, density revised downward due to data
  re-processing, accepted by A&A",,"10.1051/0004-6361:20078810",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  By reevaluating a 13-month stretch of Ulysses SWICS H pickup ion measurements
near 5 AU close to the ecliptic right after the previous solar minimum, this
paper presents a determination of the neutral interstellar H density at the
solar wind termination shock and implications for the density and ionization
degree of hydrogen in the LIC. The density of neutral interstellar hydrogen at
the termination shock was determined from the local pickup ion production rate
as obtained close to the cut-off in the distribution function at aphelion of
Ulysses. As shown in an analytical treatment for the upwind axis and through
kinetic modeling of the pickup ion production rate at the observer location,
with variations in the ionization rate, radiation pressure, and the modeling of
the particle behavior, this analysis turns out to be very robust against
uncertainties in these parameters and the modeling. Analysis using current
heliospheric parameters yields the H density at the termination shock equal to
$0.087\pm0.022$ cm$^{-3}$, including observational and modeling uncertainties.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:18:26 GMT""},{""version"":""v2"",""created"":""Mon, 3 Mar 2008 10:50:31 GMT""},{""version"":""v3"",""created"":""Sun, 28 Sep 2008 22:08:17 GMT""}]","2009-11-13"
"0710.1481","Stasinos Konstantopoulos","Stasinos Konstantopoulos","What's in a Name?","Presented at the Computational Phonology Workshop, 6th Intl. Conf.
  Recent Advances in NLP, Borovets, Bulgaria, September 2007",,,,"cs.CL cs.AI",,"  This paper describes experiments on identifying the language of a single name
in isolation or in a document written in a different language. A new corpus has
been compiled and made available, matching names against languages. This corpus
is used in a series of experiments measuring the performance of general
language models and names-only language models on the language identification
task. Conclusions are drawn from the comparison between using general language
models and names-only language models and between identifying the language of
isolated names and the language of very short document fragments. Future
research directions are outlined.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:36:32 GMT""}]","2007-10-09"
"0710.1482","Amey Karkare","Amey Karkare, Amitabha Sanyal, Uday Khedker","Heap Reference Analysis for Functional Programs",,,,,"cs.PL cs.SE",,"  Current garbage collectors leave a lot of garbage uncollected because they
conservatively approximate liveness by reachability from program variables. In
this paper, we describe a sequence of static analyses that takes as input a
program written in a first-order, eager functional programming language, and
finds at each program point the references to objects that are guaranteed not
to be used in the future. Such references are made null by a transformation
pass. If this makes the object unreachable, it can be collected by the garbage
collector. This causes more garbage to be collected, resulting in fewer
collections. Additionally, for those garbage collectors which scavenge live
objects, it makes each collection faster.
  The interesting aspects of our method are both in the identification of the
analyses required to solve the problem and the way they are carried out. We
identify three different analyses -- liveness, sharing and accessibility. In
liveness and sharing analyses, the function definitions are analyzed
independently of the calling context. This is achieved by using a variable to
represent the unknown context of the function being analyzed and setting up
constraints expressing the effect of the function with respect to the variable.
The solution of the constraints is a summary of the function that is
parameterized with respect to a calling context and is used to analyze function
calls. As a result we achieve context sensitivity at call sites without
analyzing the function multiple number of times.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:43:58 GMT""}]","2007-10-09"
"0710.1483","Riccardo Piergallini","Silvia Benvenuti and Riccardo Piergallini","The complex of pant decompositions of a surface","Minor changes in the introduction",,,,"math.GT",,"  We exhibit a set of edges (moves) and 2-cells (relations) making the complex
of pant decompositions on a surface a simply connected complex. Our
construction, unlike the previous ones, keeps the arguments concerning the
structural transformations independent from those deriving from the action of
the mapping class group. The moves and the relations turn out to be supported
in subsurfaces with 3g-3+n=1,2 (where g is the genus and n is the number of
boundary components), illustrating in this way the so called Grothendieck
principle.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:36:02 GMT""},{""version"":""v2"",""created"":""Sat, 27 Oct 2007 11:13:51 GMT""}]","2007-10-27"
"0710.1484","Denis Kutuzov V","Denis Kutuzov","The structure and modeling results of the parallel spatial switching
  system","3 pages, 2 figure","IEEE International Siberian Conference on Control and
  Communications (SIBCON-2007). Proceedings. Tomsk, April 20-21, 2007. (pp.
  86-88). IEEE Catalog Number: 07EX1367","10.1109/SIBCON.2007.371303",,"cs.NI cs.DC",,"  Problems of the switching parallel system designing provided spatial
switching of packets from random time are discussed. Results of modeling of
switching system as systems of mass service are resulted.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:39:50 GMT""}]","2016-11-17"
"0710.1485","Miloslav Znojil","Miloslav Znojil","Quantum toboggans: models exhibiting a multisheeted PT symmetry","16 pp, 5 figs. Written version of the talk given during 5th
  International Symposium on Quantum Theory and Symmetries, University of
  Valladolid, Spain, July 22 - 28 2007, webpage http://tristan.fam.uva.es/~qts5","J. Phys.: Conference Series 128 (2008) 012046 (12pp)","10.1088/1742-6596/128/1/012046",,"quant-ph",,"  A generalization of the concept of PT-symmetric Hamiltonians H=p^2+V(x) is
described. It uses analytic potentials V(x) (with singularities) and a
generalized concept of PT-symmetric asymptotic boundary conditions. Nontrivial
toboggans are defined as integrated along topologically nontrivial paths of
coordinates running over several Riemann sheets of wave functions.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:40:49 GMT""}]","2009-09-30"
"0710.1486","Pengjie Zhang","Pengjie Zhang (SHAO) and Xuelei Chen (NAOC)","Type Ia supernovae as speed sensors at intermediate redshifts","6 pages, 1 figure. v2: expanded discussions. Accepted to PRD. Also
  refer to the news report at Physics world
  http://physicsworld.com/cws/article/news/35094","Phys.Rev.D78:023006,2008","10.1103/PhysRevD.78.023006",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The application of large scale peculiar velocity (LSPV), as a crucial probe
of dark matter, dark energy and gravity, is severely limited by measurement
obstacles. We show that fluctuations in type Ia supernovae (SNe Ia) fluxes
induced by LSPV offer a promising approach to measure LSPV at intermediate
redshifts. In the 3D Fourier space, gravitational lensing, the dominant
systematical error, is well suppressed, localized and can be further corrected
effectively. Advance in SN observations can further significantly reduce shot
noise induced by SN intrinsic fluctuations, which is the dominant statistical
error. Robust mapping on the motion of the dark universe through SNe Ia is thus
feasible to $z\sim 0.5$.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:49:25 GMT""},{""version"":""v2"",""created"":""Tue, 19 Aug 2008 07:57:54 GMT""}]","2008-11-26"
"0710.1487","David Gomez-Ullate","Francesco Calogero and David Gomez-Ullate","Asymptotically isochronous systems","18 pages, 3 figures","J. Nonlin. Math. Phys. 15 (2008) 410-426","10.2991/jnmp.2008.15.4.5",,"nlin.SI math-ph math.DS math.MP",,"  Mechanisms are elucidated underlying the existence of dynamical systems whose
generic solutions approach asymptotically (at large time) isochronous
evolutions: all their dependent variables tend asymptotically to functions
periodic with the same fixed period. We focus on two such mechanisms,
emphasizing their generality and illustrating each of them via a representative
example. The first example belongs to a recently discovered class of integrable
indeed solvable many-body problems. The second example consists of a broad
class of (generally nonintegrable) models obtained by deforming appropriately
the well-known (integrable and isochronous) many-body problem with inverse-cube
two-body forces and a one-body linear (""harmonic oscillator"") force.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:57:12 GMT""}]","2015-05-13"
"0710.1488","Wolfgang Altmannshofer","Wolfgang Altmannshofer","Flavor Changing Neutral Current Processes in a SO(10) SUSY GUT with
  Family Symmetry","Submitted for the SUSY07 proceedings, 4 pages, LaTeX, 2 eps figures",,,,"hep-ph",,"  We report on a detailed analysis of a SO(10) SUSY GUT model of Dermisek and
Raby (DR) with a D3 family symmetry. The model is completely specified in terms
of only 24 parameters and is able to successfully describe both quark and
lepton masses and mixings, except for |Vub| that turns out to be too low.
However, a global fit shows that flavor changing (FC) processes like Bs --> mu+
mu-, Bs-mixing, B+ --> tau+ nu, B --> Xs gamma and B --> Xs l+ l- pose a
serious problem to the DR model. The simultaneous description of these FC
processes forces squarks to have masses well above 1 TeV, not appealing on
grounds of naturalness and probably beyond the reach of the LHC.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 08:58:24 GMT""}]","2007-10-09"
"0710.1489","Thomas Kernreiter","Karl Hohenwarter-Sodek, Thomas Kernreiter","Lepton Flavour Violating Effects on Chargino Production at the ILC","Submitted for the SUSY07 proceedings, 4 pages, LaTeX, 4 figures",,,,"hep-ph",,"  We review the influence of lepton flavour violation (LFV) on the production
processes e+e- -> ~chi+_i ~chi-_j at the International Linear Collider (ILC)
with longitudinal e+ and e- beam polarizations in the framework of the Minimal
Supersymmetric Standard Model (MSSM). The t-channel sneutrino exchange
contribution to the processes e+e- -> ~chi+_i ~chi-_j is modified in the case
of LFV, as the sneutrino mass eigenstates have no definite flavour, and
therefore more than one sneutrino can contribute. This influence can alter the
cross section sigma(e+e- -> ~chi+_1 ~chi-_1) by a factor of 2 or more when
varying the LFV mixing angles, in accordance with the restrictions due to the
current limits on rare lepton decays. Hence, the inclusion of LFV parameters
can be important when deducing the underlying model parameters from measured
observables such as sigma(e+e- -> ~chi+_1 ~chi-_1).
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 09:10:40 GMT""}]","2007-10-09"
"0710.1490","Elena del Valle","Elena del Valle, Fabrice P. Laussy and Carlos Tejedor","Electrostatic control of quantum dot entanglement induced by coupling to
  external reservoirs","5 pages, 4 figures, Latex2e with EPL macros, to appear in Europhysics
  Letters","Europhysics Letters 80, 57001 (2007)","10.1209/0295-5075/80/57001",,"cond-mat.mes-hall",,"  We propose a quantum transport experiment to prepare and measure
charge-entanglement between two electrostatically defined quantum dots.
Coherent population trapping, as realized in cavity quantum electrodynamics,
can be carried out by using a third quantum dot to play the role of the optical
cavity. In our proposal, a pumping which is quantum mechanically
indistinguishable for the quantum dots drives the system into a state with a
high degree of entanglement. The whole effect can be switched on and off by
means of a gate potential allowing both state preparation and entanglement
detection by simply measuring the total current.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 09:15:07 GMT""}]","2009-07-09"
"0710.1491","Iain McDonald","Iain McDonald and Jacco Th. van Loon","Dust, pulsation, chromospheres and their role in driving mass loss from
  red giants in Galactic globular clusters","23 pages, 17 figures, accepted for publication in Astronomy and
  Astrophysics","Astron.Astrophys.476:1261-1282,2007","10.1051/0004-6361:20078514",,"astro-ph",,"  Context: Mass loss from red giants in old globular clusters affects the
horizontal branch (HB) morphology and post-HB stellar evolution including the
production of ultraviolet-bright stars, dredge up of nucleosynthesis products
and replenishment of the intra-cluster medium. Studies of mass loss in globular
clusters also allows one to investigate the metallicity dependence of the mass
loss from cool, low-mass stars down to very low metallicities.
  Aims: We present an analysis of new VLT/UVES spectra of 47 red giants in the
Galactic globular clusters 47 Tuc (NGC 104), NGC 362, omega Cen (NGC 5139), NGC
6388, M54 (NGC 6715) and M15 (NGC 7078). The spectra cover the wavelength
region 6100-9900A at a resolving power of R = 110,000. Some of these stars are
known to exhibit mid-infrared excess emission indicative of circumstellar dust.
Our aim is to detect signatures of mass loss, identify the mechanism(s)
responsible for such outflows, and measure the mass-loss rates.
  Methods: We determine for each star its effective temperature, luminosity,
radius and escape velocity. We analyse the H-alpha and near-infrared calcium
triplet lines for evidence of outflows, pulsation and chromospheric activity,
and present a simple model for estimating mass-loss rates from the H-alpha line
profile. We compare our results with a variety of other, independent methods.
  Results: We argue that a chromosphere persists in Galactic globular cluster
giants and controls the mass-loss rate to late-K/early-M spectral types, where
pulsation becomes strong enough to drive shock waves at luminosities above the
RGB tip. This transition may be metallicity-dependent. We find mass-loss rates
of ~10^-7 to 10^-5 solar masses per year, largely independent of metallicity.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 09:18:03 GMT""}]","2009-10-05"
"0710.1492","Wei Liao","Wei Liao","Precise Formulation of Neutrino Oscillation in the Earth","References added, 21 pages, 10 figures, version to appear in PRD","Phys.Rev.D77:053002,2008","10.1103/PhysRevD.77.053002",,"hep-ph hep-ex",,"  We give a perturbation theory of neutrino oscillation in the Earth. The
perturbation theory is valid for neutrinos with energy $E \gsim 0.5$ GeV. It is
formulated using trajectory dependent average potential. Non-adiabatic
contributions are included as the first order effects in the perturbation
theory. We analyze neutrino oscillation with standard matter effect and with
non-standard matter effect. In a three flavor analysis we show that the
perturbation theory gives a precise description of neutrino conversion in the
Earth. Effect of the Earth matter is substantially simplified in this
formulation.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 09:21:56 GMT""},{""version"":""v2"",""created"":""Sun, 17 Feb 2008 06:28:42 GMT""}]","2008-11-26"
"0710.1493","Mattias Blennow","Mattias Blennow","Neutrinos from WIMP annihilations","Submitted for the SUSY07 proceedings, 4 pages, LaTeX, 5 figures",,,,"hep-ph",,"  We make an improved analysis on the flow of neutrinos originating from WIMP
annihilations inside the Sun and the Earth. We treat both neutrino interaction
and oscillation effects in a consistent framework. Our numerical simulations
are performed in an event based setting, which is useful for both theoretical
studies and for creating neutrino telescope Monte Carlos. We find that the flow
of muon-type neutrinos is enhanced or suppressed depending on the dominant WIMP
annihilation channel.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 09:27:04 GMT""}]","2007-10-09"
"0710.1494","Shamik Gupta","Mustansir Barma","Singular Scaling Functions in Clustering Phenomena","8 pages, 3 figures, Invited talk delivered at Statphys 23, Genova,
  July 2007",,"10.1140/epjb/e2008-00118-9","TIFR/TH/07-25","cond-mat.stat-mech cond-mat.soft",,"  We study clustering in a stochastic system of particles sliding down a
fluctuating surface in one and two dimensions. In steady state, the
density-density correlation function is a scaling function of separation and
system size.This scaling function is singular for small argument -- it exhibits
a cusp singularity for particles with mutual exclusion, and a divergence for
noninteracting particles. The steady state is characterized by giant
fluctuations which do not damp down in the thermodynamic limit. The
autocorrelation function is a singular scaling function of time and system
size. The scaling properties are surprisingly similar to those for particles
moving in a quenched disordered environment that results if the surface is
frozen.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 09:29:55 GMT""}]","2009-11-13"
"0710.1495","Luc Guyot","Luc Guyot","Limits of dihedral groups","16 pages, 1 figure",,,,"math.GR",,"  We give a characterization of limits of dihedral groups in the space of
finitely generated marked groups.
  We also describe the topological closure of dihedral groups in the space of
marked groups on a fixed number of generators.
","[{""version"":""v1"",""created"":""Mon, 8 Oct 2007 10:23:26 GMT""},{""version"":""v2"",""created"":""Tue, 9 Oct 2007 11:46:24 GMT""}]","2007-10-09"
