"0710.0873","Joseph Conlon","Joseph P. Conlon","Mirror Mediation","33 pages, 1 figure; v2: typos, references, minor corrections","JHEP 0803:025,2008","10.1088/1126-6708/2008/03/025","DAMTP-2007-86","hep-th hep-ph",,"  I show that the effective action of string compactifications has a structure
that can naturally solve the supersymmetric flavour and CP problems. At leading
order in the g_s and \alpha' expansions, the hidden sector factorises. The
moduli space splits into two mirror parts that depend on Kahler and complex
structure moduli. Holomorphy implies the flavour structure of the Yukawa
couplings arises in only one part. In type IIA string theory flavour arises
through the Kahler moduli sector and in type IIB flavour arises through the
complex structure moduli sector. This factorisation gives a simple solution to
the supersymmetric flavour and CP problems: flavour physics is generated in one
sector while supersymmetry is broken in the mirror sector. This mechanism does
not require the presence of gauge, gaugino or anomaly mediation and is
explicitly realised by phenomenological models of IIB flux compactifications.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 16:12:25 GMT""},{""version"":""v2"",""created"":""Tue, 9 Oct 2007 14:53:08 GMT""}]","2009-06-10"
"0710.1082","Kenneth Rines","Kenneth Rines and Margaret J. Geller (SAO)","Spectroscopic Determination of the Faint End of the Luminosity Function
  in the Nearby Galaxy Clusters A2199 and Virgo","to appear in AJ, includes tables of probable and spectroscopically
  confirmed Virgo cluster members","Astron.J. 135 (2008) 1837-1848","10.1088/0004-6256/135/5/1837",,"astro-ph",,"  We report a new determination of the faint end of the galaxy luminosity
function in the nearby clusters Virgo and Abell 2199 using data from SDSS and
the Hectospec multifiber spectrograph on the MMT. The luminosity function of
A2199 is consistent with a single Schechter function to M_r=-15.6 + 5 log h_70
with a faint-end slope of alpha=-1.13+/-0.07. The LF in Virgo extends to
M_r=-13.5= M^*+8 and has a slope of alpha=-1.28+/-0.06. The red sequence of
cluster members is prominent in both clusters, and almost no cluster galaxies
are redder than this sequence. We show that selecting objects on the red
sequence and blueward produces a steeply rising faint-end. A large fraction of
photometric red-sequence galaxies lie behind the cluster. We compare our
results to previous estimates and find poor agreement with estimates based on
statistical background subtraction but good agreement with estimates based on
photometric membership classifications (e.g., colors, morphology, surface
brightness). We conclude that spectroscopic data are critical for estimating
the faint end of the luminosity function in clusters. The faint-end slope we
find is consistent with values found for field galaxies, weakening any argument
for environmental evolution in the relative abundance of dwarf galaxies.
However, dwarf galaxies in clusters are significantly redder than field
galaxies of similar luminosity or mass, indicating that star formation
processes in dwarfs do depend on environment.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:57:08 GMT""},{""version"":""v2"",""created"":""Wed, 27 Feb 2008 18:25:33 GMT""},{""version"":""v3"",""created"":""Mon, 3 Mar 2008 22:48:43 GMT""}]","2009-11-13"
"0710.1085","Kenneth Kunen","Joan E. Hart Kenneth Kunen","One Dimensional Locally Connected S-spaces","13 pages",,,,"math.GN",,"  We construct, assuming Jensen's principle diamond, a one-dimensional locally
connected hereditarily separable continuum without convergent sequences. The
construction is an inverse limit in omega_1 steps, and is patterned after the
original Fedorchuk construction of a compact S-space. To make it
one-dimensional, each space in the inverse limit is a copy of the Menger
sponge.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:02:46 GMT""}]","2007-10-08"
"0710.1086","Elena Rufeil Fiori","E. Rufeil Fiori, H. M. Pastawski","Comment on ""Nonexponential Decay Via Tunneling in Tight-Binding Lattices
  and the Optical Zeno Effect""","2 pages",,,,"quant-ph",,"  S. Longhi [1] studied the survival probability P(t) of an unstable state
coupled to a tight-binding lattice finding an exact analytical solution that
describes the nonexponential decay. When the first coupling is smaller than the
others, he shows that P(t) has a natural decomposition into two terms; one is
the exponential decay, consistent with the Gamow's approach, and the other is
the correction to this decay. The first purpose of this Comment is to show that
the condition imposed on the system; the site energy of the first site is set
in the center of the band, limits the generality of the results. A
decomposition based on the spectral properties of the system removes this
restriction [2]. Other point of this Comment is that, for the weak coupling
limit, the author stated that a Zeno effect occurs for t less than t*, where t*
is the smallest root of the equation g_eff(t*)=g_0, and for the strong coupling
limit an anti-Zeno effect occurs for t close to t**, where t** is the first
peak of g_eff. By using a spectral formulation we show that, the anti-Zeno
effect not only requires a strong coupling limit, also is necessary to choose
the resonance energy and width such that a destructive interference can occur.
We present this interference and give an analytical expression and physically
interpretation for t* and t**.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:03:29 GMT""},{""version"":""v2"",""created"":""Mon, 8 Oct 2007 18:38:12 GMT""}]","2007-10-08"
"0710.1087","Yithsbey Giraldo","Juan B. Fl\'orez and Yithsbey Giraldo","$Z^{'0}Z^{'0}$, $K^{+}K^{-}$ and $K^{0}\bar{K}^{0}$ boson production
  with definite helicity amplitudes through $e^{+}e^{-}$ collisions in the
  3-3-1 models without exotic electric charges","This paper has been withdrawn by the author due to: 1.) There are
  many typos and shortcomings in the English language. 2.) It is not clear the
  content of the sum rules used to check the unitarity conditions. There is a
  chaotic mixture between different sum rules. 3.) There is a basic difference
  between beam energy and cms energy (sqrt(s) = 2E). Which was not clarified
  everywhere",,,,"hep-ph",,"  A detailed analysis of $Z^{'0}Z^{'0}$, $K^{+}K^{-}$ and $K^{0}\bar{K}^{0}$
pair production in $e^{+}e^{-}$ collisions is presented by using helicity
amplitudes. The trilinear bosons couplings in the $SU(3)_{C}\otimes
SU(3)_{L}\otimes U(1)_{X}$ models without exotic electric charges are also
calculated. We carry out the mentioned analysis for two models, one of them is
a one family model which is an $E_6$ subgroup \cite{b1} and the other one is a
three family model with right handed neutrinos\cite{b2,b3}. These models do not
contain exotic electric charges. For them, we give explicit formulae and the
corresponding numerical estimates of the cross-sections and angular
distributions occurred in the processes $e^{+}e^{-}\to Z^{'0}Z^{'0}$,
$e^{+}e^{-} \to K^{+}K^{-}$ and $e^{+}e^{-}\to K^{0}\bar{K}^{0}$ present in our
models. We suppose these processes are invariant under $C$, $P$ and $T$
transformation.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:04:28 GMT""},{""version"":""v2"",""created"":""Tue, 19 Jul 2011 15:39:34 GMT""}]","2011-07-20"
"0710.1088","Steven Simon","Steven H. Simon","Effect of Landau Level Mixing on Braiding Statistics","4 pages",,"10.1103/PhysRevLett.100.116803",,"cond-mat.mes-hall cond-mat.str-el",,"  We examine the effect of Landau level mixing on the braiding statistics of
quasiparticles of abelian and nonabelian quantum Hall states. While path
dependent geometric phases can perturb the abelian part of the statistics, we
find that the nonabelian properties remain unchanged to an accuracy that is
exponentially small in the distance between quasiparticles.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:04:33 GMT""}]","2009-11-13"
"0710.1089","Rupert Frank","Rupert L. Frank, Anders Hansson","Eigenvalue estimates for the Aharonov-Bohm operator in a domain","22 pages, 10 figures",,,,"math-ph math.MP",,"  We prove semi-classical estimates on moments of eigenvalues of the
Aharonov-Bohm operator in bounded two-dimensional domains. Moreover, we present
a counterexample to the generalized diamagnetic inequality which was proposed
by Erdos, Loss and Vougalter. Numerical studies complement these results.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:06:54 GMT""}]","2007-10-08"
"0710.1090","Dan Goldbaum","Daniel S. Goldbaum, Erich J. Mueller","Vortex lattices of bosons in deep rotating optical lattices","15 Pages, 5 Figures; Title slightly modified; References updated;
  Organized into sections; Typos corrected; Some discussion added","Phys. Rev. A 77, 033629 (2008)","10.1103/PhysRevA.77.033629",,"cond-mat.other","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study vortex-lattice phases for a Bose gas trapped in a rotating
optical-lattice near the superfluid--Mott-insulator transition. We find a
series of abrupt structural phase transitions where vortices are pinned with
their cores only on plaquettes or only on sites. We discuss connections between
these vortex structures and the Hofstadter-butterfly spectrum of free particles
on a rotating lattice.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:11:22 GMT""},{""version"":""v2"",""created"":""Wed, 23 Jul 2008 04:44:16 GMT""}]","2008-07-23"
"0710.1091","Giorgio Parisi","Giorgio Parisi","Spin Glass Theory: numerical and experimental results in
  three-dimensional systems","Proceedings of the Mar del Plata School (2006) 23 pages 10 figures",,"10.1016/j.physa.2007.09.001",,"cond-mat.dis-nn cond-mat.soft",,"  Here I will review the theoretical results that have been obtained for spin
glasses. I will concentrate my attention on the predictions of the mean field
approach in three dimensional systems and on its numerical and experimental
verifications.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 18:53:37 GMT""}]","2009-11-13"
"0710.1092","Perivolaropoulos Leandros","S. Nesseris and L. Perivolaropoulos","Testing LCDM with the Growth Function \delta(a): Current Constraints","7 pages, 4 figures. Added comments on the data of Table I (after eq.
  (2.16)). Corrected a typo on eq. (2.15). The mathematica files with the
  numerical analysis of this study may be found at
  http://nesseris.physics.uoi.gr/growth/growth.htm","Phys.Rev.D77:023504,2008","10.1103/PhysRevD.77.023504",,"astro-ph gr-qc hep-ph",,"  We have compiled a dataset consisting of 22 datapoints at a redshift range
(0.15,3.8) which can be used to constrain the linear perturbation growth rate
f=\frac{d\ln\delta}{d\ln a}. Five of these data-points constrain directly the
growth rate f through either redshift distortions or change of the power
spectrum with redshift. The rest of the datapoints constrain f indirectly
through the rms mass fluctuation \sigma_8(z) inferred from Ly-\alpha at various
redshifts. Our analysis tests the consistency of the LCDM model and leads to a
constraint of the Wang-Steinhardt growth index \gamma (defined from
f=\Omega_m^\gamma) as \gamma=0.67^{+0.20}_{-0.17}. This result is clearly
consistent at $1\sigma$ with the value \gamma={6/11}=0.55 predicted by LCDM. A
first order expansion of the index \gamma in redshift space leads to similar
results.We also apply our analysis on a new null test of LCDM which is similar
to the one recently proposed by Chiba and Nakamura (arXiv:0708.3877) but does
not involve derivatives of the expansion rate $H(z)$. This also leads to the
fact that LCDM provides an excellent fit to the current linear growth data.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:16:47 GMT""},{""version"":""v2"",""created"":""Sat, 6 Oct 2007 07:36:42 GMT""},{""version"":""v3"",""created"":""Tue, 9 Oct 2007 16:41:38 GMT""},{""version"":""v4"",""created"":""Wed, 31 Oct 2007 08:42:22 GMT""}]","2008-11-26"
"0710.1093","Donny Cheung","Donny Cheung, Dmitri Maslov, Jimson Mathew and Dhiraj K. Pradhan","On the Design and Optimization of a Quantum Polynomial-Time Attack on
  Elliptic Curve Cryptography","12 pages, 3 figures: Extended from version submitted to TQC 2008,
  with corrections","Quantum Information & Computation, 9(7&8):610-621, July 2009.",,,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider a quantum polynomial-time algorithm which solves the discrete
logarithm problem for points on elliptic curves over $GF(2^m)$. We improve over
earlier algorithms by constructing an efficient circuit for multiplying
elements of binary finite fields and by representing elliptic curve points
using a technique based on projective coordinates. The depth of our proposed
implementation, executable in the Linear Nearest Neighbor (LNN) architecture,
is $O(m^2)$, which is an improvement over the previous bound of $O(m^3)$
derived assuming no architectural restrictions.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:20:45 GMT""},{""version"":""v2"",""created"":""Fri, 6 Feb 2009 15:02:33 GMT""}]","2009-12-18"
"0710.1094","Filippo Mannucci","F. Mannucci, D. Maoz, K. Sharon, M. T. Botticella, M. Della Valle, A.
  Gal-Yam, N. Panagia","The supernova rate in local galaxy clusters","MNRAS, revised version after referee's comments","Mon.Not.Roy.Astron.Soc.383:1121-1130,2008","10.1111/j.1365-2966.2007.12603.x","NSF-KITP-07-163","astro-ph",,"  We report a measurement of the supernova (SN) rates (Ia and core-collapse) in
galaxy clusters based on the 136 SNe of the sample described in Cappellaro et
al. (1999) and Mannucci et al. (2005).
  Early-type cluster galaxies show a type Ia SN rate (0.066 SNuM) similar to
that obtained by Sharon et al. (2007) and more than 3 times larger than that in
field early-type galaxies (0.019 SNuM). This difference has a 98% statistical
confidence level. We examine many possible observational biases which could
affect the rate determination, and conclude that none of them is likely to
significantly alter the results. We investigate how the rate is related to
several properties of the parent galaxies, and find that cluster membership,
morphology and radio power all affect the SN rate, while galaxy mass has no
measurable effect. The increased rate may be due to galaxy interactions in
clusters, inducing either the formation of young stars or a different evolution
of the progenitor binary systems.
  We present the first measurement of the core-collapse SN rate in cluster
late-type galaxies, which turns out to be comparable to the rate in field
galaxies. This suggests that no large systematic difference in the initial mass
function exists between the two environments.
","[{""version"":""v1"",""created"":""Fri, 5 Oct 2007 12:34:28 GMT""}]","2014-11-18"
"0710.1095","Beno\^it Bertrand","Benoit Bertrand","Real Zeuthen numbers for two lines","6 pages, 3 figures",,,,"math.AG",,"  Given three natural numbers $k,l,d$ such that $k+l=d(d+3)/2$, the Zeuthen
number $N_{d}(l)$ is the number of nonsingular complex algebraic curves of
degree $d$ passing through $k$ points and tangent to $l$ lines in $\PP^2$. It
does not depend on the generic configuration $C$ of points and lines chosen. If
the points and lines are real, the corresponding number $N_{d}^\RR(l,C)$ of
real curves usually depends on the configuration chosen. We use Mikhalkin's
tropical correspondence theorem to prove that for two lines the real Zeuthen
problem is maximal: there exists a configuration $C$ such that
$N_{d}^\RR(2,C)=N_{d}(2)$. The correspondence theorem reduces the computation
to counting certain lattice paths with multiplicities.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:42:45 GMT""}]","2007-10-08"
"0710.1096","Werner Collmar","WEBT Collaboration: W. Collmar, M. B\""ottcher, T. Krichbaum, E.
  Bottacini, V. Burwitz, A. Cucchiara, D. Grupe, M. Gurwell, P. Kretschmar, K.
  Pottschmidt, M. Bremer, S. Leon, H. Ungerechts, P.Giommi, M. Capalbi","Multifrequency Observations of the Blazar 3C 279 in January 2006","4 pages, 6 figures; to be published in the Proc. of the 6th INTEGRAL
  workshop ""The Obscured Universe"" (Moscow, July 2-8, 2006), eds. S. Grebenev,
  R. Sunyaev, C. Winkler, ESA SP 622 (2006)",,,,"astro-ph",,"  We report first results of a multifrequency campaign from radio to hard X-ray
energies of the prominent gamma-ray blazar 3C 279, which was organised around
an INTEGRAL ToO observation in January 2006, and triggered on its optical
state. The variable blazar was observed at an intermediate optical state, and a
well-covered multifrequency spectrum from radio to hard X-ray energies could be
derived. The SED shows the typical two-hump shape, the signature of non-thermal
synchrotron and inverse-Compton (IC) emission from a relativistic jet. By the
significant exposure times of INTEGRAL and Chandra, the IC spectrum (0.3 - 100
keV) was most accurately measured, showing - for the first time - a possible
bending. A comparison of this 2006 SED to the one observed in 2003, also
centered on an INTEGRAL observation, during an optical low-state, reveals the
surprising fact that - despite a significant change at the high-energy
synchrotron emission (near-IR/optical/UV) - the rest of the SED remains
unchanged. In particular, the low-energy IC emission (X- and hard X-ray
energies) remains the same as in 2003, proving that the two emission components
do not vary simultaneously, and provides strong constraints on the modelling of
the overall emission of 3C 279.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:44:31 GMT""}]","2007-10-08"
"0710.1097","Artur Rutkowski","A. Rutkowski, A. Olech, K. Mularczyk, D. Boyd, R. Koff and M.
  Wi\'sniewski","Curious Variables Experiment (CURVE). CCD Photometry of V419 Lyr in its
  2006 July Superoutburst","To appear in Acta Astronomica",,,,"astro-ph",,"  We report extensive photometry of the dwarf nova V419 Lyr throughout its 2006
July superoutburst till quiescence. The superoutburst with amplitude of ~3.5
magnitude lasted at least 15 days and was characterized by the presence of
clear superhumps with a mean period of Psh=0.089985(58) days (129.58+-0.08
min). According to the Stolz-Schoembs relation, this indicates that the orbital
period of the binary should be around 0.086 days i.e. within the period gap.
During the superoutburst the superhump period was decreasing with the rate of
dotP/Psh=-24.8(2.2)*10^-5, which is one of the highest values ever observed in
SU UMa systems. At the end of the plateau phase, the superhump period
stabilized at a value of 0.08983(8) days. The superhump amplitude decreased
from 0.3 mag at the beginning of the superoutburst to 0.1 mag at its end. In
the case of V419 Lyr we have not observed clear secondary humps, which seems to
be typical for long period systems.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:32:04 GMT""}]","2007-10-08"
"0710.1098","Joshua N. Winn","Joshua N. Winn","Precise Photometry and Spectroscopy of Transits","8 pages, to appear in ""Extreme Solar Systems,"" ASP Conference Series,
  ed. Debra Fischer, Fred Rasio, Steve Thorsett and Alex Wolszczan",,,,"astro-ph",,"  A planetary transit produces both a photometric signal and a spectroscopic
signal. Precise observations of the transit light curve reveal the planetary
radius and allow a search for timing anomalies caused by satellites or
additional planets. Precise measurements of the stellar Doppler shift
throughout a transit (the Rossiter-McLaughlin effect) place a lower bound on
the stellar obliquity, which may be indicative of the planet's migration
history. I review recent results of the Transit Light Curve project, and of a
parallel effort to measure the Rossiter effect for many of the known transiting
planets.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 20:51:11 GMT""}]","2007-10-08"
"0710.1099","Hector Socas-Navarro","H. Socas-Navarro, J. Borrero, A. Asensio Ramos, M. Collados, I.
  Dom\'inguez Cerde\~na, E. V. Khomenko, M. J. Mart\'inez Gonz\'alez, V.
  Mart\'inez Pillet, B. Ruiz Cobo, J. S\'anchez Almeida","Multi-Line Quiet Sun Spectro-Polarimetry at 5250 and 6302 \AA","ApJ, in press",,,,"astro-ph",,"  The reliability of quiet Sun magnetic field diagnostics based on the
\ion{Fe}{1} lines at 6302 \AA has been questioned by recent work. We present
here the results of a thorough study of high-resolution multi-line observations
taken with the new spectro-polarimeter SPINOR, comprising the 5250 and 6302 \AA
spectral domains. The observations were analyzed using several inversion
algorithms, including Milne-Eddington, LTE with 1 and 2 components, and MISMA
codes. We find that the line-ratio technique applied to the 5250 \AA lines is
not sufficiently reliable to provide a direct magnetic diagnostic in the
presence of thermal fluctuations and variable line broadening. In general, one
needs to resort to inversion algorithms, ideally with realistic
magneto-hydrodynamical constrains. When this is done, the 5250 \AA lines do not
seem to provide any significant advantage over those at 6302 \AA . In fact, our
results point towards a better performance with the latter (in the presence of
turbulent line broadening). In any case, for very weak flux concentrations,
neither spectral region alone provides sufficient constraints to fully
disentangle the intrinsic field strengths. Instead, we advocate for a combined
analysis of both spectral ranges, which yields a better determination of the
quiet Sun magnetic properties. Finally, we propose the use of two other
\ion{Fe}{1} lines (at 4122 and 9000 \AA) with identical line opacities that
seem to work much better than the others.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:06:33 GMT""}]","2007-10-08"
"0710.1100","Marcos Rodriguez Cardoso","M. C. Rodriguez","$R$-Parity in Supersymmetric Left-Right Models","9 pages",,,,"hep-ph",,"  On this article we show explicity that Supersymmetric Left-Right Models
already satisfy the R-parity. They also respect $L$-parity and $B$-parity.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:06:44 GMT""}]","2007-10-08"
"0710.1101","Wally Melnitchouk","S. A. Kulagin, W. Melnitchouk","Deuteron spin structure functions in the resonance and DIS regions","22 pages, 7 figures, Fig. 1 corrected","Phys.Rev.C77:015210,2008","10.1103/PhysRevC.77.015210","JLAB-THY-07-734","nucl-th hep-ph nucl-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We derive relations between spin-dependent nuclear and nucleon g_1 and g_2
structure functions within the nuclear impulse approximation, which are valid
at all Q^2, and in both the resonance and deep inelastic regions. We apply the
formalism to the specific case of the deuteron, which is often used as a source
of neutron structure information, and compare the size of the nuclear
corrections calculated using exact kinematics and using approximations
applicable at large Q^2.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:20:46 GMT""},{""version"":""v2"",""created"":""Tue, 16 Oct 2007 21:53:45 GMT""},{""version"":""v3"",""created"":""Mon, 28 Jan 2008 20:50:01 GMT""},{""version"":""v4"",""created"":""Thu, 25 Sep 2008 02:25:15 GMT""}]","2008-11-26"
"0710.1102","Ernest Ma","Ernest Ma (UC Riverside)","Multiplicative Conservation of Baryon Number and Baryogenesis","9 pages, 4 figures, 3 tables","Phys.Lett.B661:273-275,2008","10.1016/j.physletb.2008.02.024","UCRHEP-T440 (Oct 07)","hep-ph",,"  In the canonical seesaw mechanism of neutrino mass, lepton number is only
multiplicatively conserved, which enables the important phenomenon of
leptogenesis to occur, as an attractive explanation of the present baryon
asymmetry of the Universe. A parallel possibility, hitherto unrecognized, also
holds for baryon number and baryogenesis. This new idea is shown to be
naturally realized in the context of a known supersymmetric string-inspired
extension of the Standard Model, based on E(6) particle content, and having an
extra U(1)_N gauge symmetry. Within this framework, two-loop radiative neutrino
masses are also possible, together with a new form of very long-lived matter.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:21:04 GMT""}]","2008-11-26"
"0710.1103","Martin Sombra","Carlos D'Andrea and Martin Sombra","The Newton polygon of a rational plane curve","To appear in Mathematics of Computer Science, 26 pp.",,,,"math.AG math.CO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The Newton polygon of the implicit equation of a rational plane curve is
explicitly determined by the multiplicities of any of its parametrizations. We
give an intersection-theoretical proof of this fact based on a refinement of
the Kushnirenko-Bernstein theorem. We apply this result to the determination of
the Newton polygon of a curve parameterized by generic Laurent polynomials or
by generic rational functions, with explicit genericity conditions. We also
show that the variety of rational curves with given Newton polygon is
unirational and we compute its dimension. As a consequence, we obtain that any
convex lattice polygon with positive area is the Newton polygon of a rational
plane curve.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:33:27 GMT""},{""version"":""v2"",""created"":""Mon, 3 Dec 2007 15:36:54 GMT""},{""version"":""v3"",""created"":""Wed, 24 Feb 2010 15:10:27 GMT""}]","2010-02-24"
"0710.1104","Chris Connell","Chris Connell","Smooth Volume Rigidity for Manifolds with Negatively Curved Targets","Updated from 2006 version",,,,"math.DG math.GT",,"  We establish conditions for a continuous map of nonzero degree between a
smooth closed manifold and a negatively curved manifold of dimension greater
than four to be homotopic to a smooth cover, and in particular a diffeomorphism
when the degree is one. The conditions hold when the volumes or entropy-volumes
of the two manifolds differ by less than a uniform constant after an
appropriate normalization of the metrics. The results are qualitatively sharp
in the sense that the dependencies are necessary. We give a number of
corollaries.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:36:38 GMT""}]","2007-10-08"
"0710.1105","Sidney Redner","S. Redner","Fractal and Multifractal Scaling of Electrical Conduction in Random
  Resistor Networks","27 pages & 10 figures; review article for the Encyclopedia of
  Complexity and System Science (Springer Science)",,,,"cond-mat.stat-mech cond-mat.dis-nn physics.class-ph",,"  This article is a mini-review about electrical current flows in networks from
the perspective of statistical physics. We briefly discuss analytical methods
to solve the conductance of an arbitrary resistor network. We then turn to
basic results related to percolation: namely, the conduction properties of a
large random resistor network as the fraction of resistors is varied. We focus
on how the conductance of such a network vanishes as the percolation threshold
is approached from above. We also discuss the more microscopic current
distribution within each resistor of a large network. At the percolation
threshold, this distribution is multifractal in that all moments of this
distribution have independent scaling properties. We will discuss the meaning
of multifractal scaling and its implications for current flows in networks,
especially the largest current in the network. Finally, we discuss the relation
between resistor networks and random walks and show how the classic phenomena
of recurrence and transience of random walks are simply related to the
conductance of a corresponding electrical network.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:40:43 GMT""}]","2007-10-08"
"0710.1106","Philipp Gerhold","Philipp Gerhold, Karl Jansen","The phase structure of a chirally invariant lattice Higgs-Yukawa model","Presented at 25th International Symposium on Lattice Field Theory
  (Lattice 2007), Regensburg, Germany, Jul,30 - Aug,04 2007. 7 pages, 8 figures","PoSLAT2007:075,2007",,"HU-EP-07/52, DESY 07-173","hep-lat",,"  We consider a chirally invariant lattice Higgs-Yukawa model based on the
Neuberger overlap operator. As a first step towards the eventual determination
of Higgs mass bounds we present the phase structure of the model analytically
in the large Nf-limit in the physically interesting region of the Yukawa
coupling constant. We confront the analytically obtained phase diagram with
corresponding HMC-simulations and find an excellent agreement at large values
of Nf. In the opposite case the large Nf computation still gives a good
qualitative description of the phase diagram. We also present first and very
preliminary results on the Higgs upper bound at one selected cut-off of the
theory.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 21:53:33 GMT""}]","2008-11-26"
"0710.1107","Hans Engler","Alexandre Cabot, Hans Engler, Sebastien Gadat","On the Long Time Behavior of Second Order Differential Equations with
  Asymptotically Small Dissipation",,,,,"math.CA math.DS",,"  We investigate the time-asymptotic properties of solutions of the
differential equation x''(t) + a(t)x'(t) + g(x(t)) = 0 in a Hilbert space,
where a(.) is non-increasing and g is the gradient of a potential G. If the
coefficient a(.) is constant and positive, we recover the so-called ``Heavy
Ball with Friction'' system. On the other hand, when a(t)=1/(t+1) we obtain the
trajectories associated to some averaged gradient system.
  Our analysis is mainly based on the existence of some suitable energy
function. When the potential G is convex and the coeffient a is non-integrable
at infinity, the energy function converges to its minimum. A more stringent
condition is required to obtain the convergence of the trajectories of toward
some minimum point of the potential. In the one-dimensional setting, a precise
description of the convergence of solutions is given for a general coercive
non-convex potentials with many local minima and maxima. We show that in this
case the set of initial conditions for which solutions converge to a local
minimum is open and dense.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 22:00:42 GMT""}]","2007-10-08"
"0710.1108","Tingting Lu","Tingting Lu (1), Ue-Li Pen (2) ((1) Department of Astronomy and
  Astrophysics, University of Toronto, (2) CITA, University of Toronto)","Precision of diffuse 21-cm lensing","16 pages, 7 figures, submitted to MNRAS",,"10.1111/j.1365-2966.2008.13524.x",,"astro-ph",,"  We study the limits of accuracy for weak lensing maps of dark matter using
diffuse 21-cm radiation from the pre-reionization epoch using simulations. We
improve on previous ""optimal"" quadratic lensing estimators by using shear and
convergence instead of deflection angles. We find that non-Gaussianity provides
a limit to the accuracy of weak lensing reconstruction, even if instrumental
noise is reduced to zero. The best reconstruction result is equivalent to
Gaussian sources with effectively independent cell of side length 2.0/h Mpc.
Using a source full map from z=10-20, this limiting sensitivity allows mapping
of dark matter at a Signal-to-Noise ratio (S/N) greater than 1 out to l < 6000,
which is better than any other proposed technique for large area weak lensing
mapping.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 22:10:53 GMT""},{""version"":""v2"",""created"":""Sat, 6 Oct 2007 01:39:27 GMT""}]","2009-11-13"
"0710.1109","Andreas Lochmann","Andreas Lochmann","Rough Isometries of Lipschitz Function Spaces","21 pages, 3 figures",,,,"math.MG",,"  We show that rough isometries between metric spaces X, Y can be lifted to the
spaces of real valued 1-Lipschitz functions over X and Y with supremum metric
and apply this to their scaling limits. For the inverse, we show how rough
isometries between X and Y can be reconstructed from structurally enriched
rough isometries between their Lipschitz function spaces.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 23:04:28 GMT""}]","2007-10-08"
"0710.1110","Matthew Mewes","Matthew Mewes","Analysis of cosmic microwave background radiation in the presence of
  Lorentz violation","Presented at the 2006 Wisconsin Space Conference, Milwaukee,
  Wisconsin, August 10-11, 2006",,,,"astro-ph",,"  We examine the effects Lorentz violation on observations of cosmic microwave
background radiation. In particular, we focus on changes in polarization caused
by vacuum birefringence. We place stringent constraints on previously untested
violations.
","[{""version"":""v1"",""created"":""Thu, 4 Oct 2007 23:19:32 GMT""}]","2007-10-08"
"0710.1111","John Laiho","Jack Laiho","B -> D* l nu with 2+1 flavors","7 pages, 3 figures; proc. of the XXV International Symposium on
  Lattice Field Theory, July 30 - August 4, 2007, Regensburg, Germany","PoSLAT2007:358,2007",,,"hep-lat",,"  We present a calculation of the form factor for B -> D* l nu using a 2+1
improved staggered action for the light quarks (on the MILC configurations),
and the Fermilab action for the heavy quarks. The form factor is computed at
zero recoil using a new double ratio method which yields the form factor more
directly than previous approaches.
","[{""version"":""v1"",""created"":""Fri, 5 Oct 2007 00:00:47 GMT""}]","2008-11-26"
